"계정항목별",2006.01,2006.02,2006.03,2006.04,2006.05,2006.06,2006.07,2006.08,2006.09,2006.10,2006.11,2006.12,2007.01,2007.02,2007.03,2007.04,2007.05,2007.06,2007.07,2007.08,2007.09,2007.10,2007.11,2007.12,2008.01,2008.02,2008.03,2008.04,2008.05,2008.06,2008.07,2008.08,2008.09,2008.10,2008.11,2008.12,2009.01,2009.02,2009.03,2009.04,2009.05,2009.06,2009.07,2009.08,2009.09,2009.10,2009.11,2009.12,2010.01,2010.02,2010.03,2010.04,2010.05,2010.06,2010.07,2010.08,2010.09,2010.10,2010.11,2010.12,2011.01,2011.02,2011.03,2011.04,2011.05,2011.06,2011.07,2011.08,2011.09,2011.10,2011.11,2011.12,2012.01,2012.02,2012.03,2012.04,2012.05,2012.06,2012.07,2012.08,2012.09,2012.10,2012.11,2012.12,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06
"주택담보대출 (연리%)",5.64,5.58,5.46,5.42,5.41,5.48,5.79,5.86,5.77,5.69,5.69,5.88,6.11,6.18,6.20,6.13,6.17,6.13,6.24,6.38,6.52,6.55,6.59,6.85,7.08,6.72,6.70,6.80,6.79,6.77,6.92,7.16,7.25,7.58,7.42,6.81,5.63,5.38,5.43,5.30,5.25,5.25,5.29,5.45,5.77,5.90,5.87,5.90,5.88,5.75,5.47,5.07,4.78,4.62,4.70,4.81,4.80,4.74,4.65,4.67,4.80,4.86,4.89,4.88,4.90,4.87,4.90,4.97,5.00,5.01,5.01,4.95,5.06,5.02,5.00,4.94,4.85,4.76,4.64,4.41,4.29,4.23,4.19,4.16,4.17,4.06,3.97,3.86,3.77,3.73,3.77,3.80,3.82,3.81,3.77,3.74,3.75,3.71,3.69,3.69,3.63,3.58,3.53,3.50,3.50,3.38,3.30,3.33,3.34,3.24,2.97,2.81,3.06,3.01,2.96,2.94,2.92,2.90,3.04,3.12,3.10,2.99,2.97,2.93,2.89,2.77,2.66,2.70,2.80,2.89,3.04,3.13,3.16,3.19,3.21,3.21,3.26,3.22,3.28,3.28,3.24,3.33,3.39,3.42,3.47,3.46,3.45,3.47,3.49,3.46,3.44,3.36,3.29,3.31,3.28,3.19,3.12,3.08,3.04,2.98,2.93,2.74,2.64,2.47,2.51,2.50,2.45,2.45,2.51,2.52,2.48,2.58,2.52,2.49,2.45,2.39,2.44,2.47,2.56,2.59,2.63,2.66,2.73,2.73,2.69,2.74,2.81,2.88,3.01,3.26,3.51,3.63,3.85,3.88,3.84,3.90,3.90,4.04,4.16,4.35,4.79,4.82,4.74,4.63,4.58,4.56,4.40,4.24,4.21,4.26
"전세자금대출 (연리%)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.50,3.47,3.39,3.29,3.20,3.11,3.00,2.98,2.94,2.92,2.95,3.10,3.16,3.12,3.03,2.96,2.95,2.95,2.93,2.85,2.87,2.97,3.10,3.16,3.36,3.33,3.26,3.21,3.18,3.15,3.11,3.09,3.03,3.06,3.13,3.20,3.25,3.21,3.23,3.25,3.24,3.21,3.22,3.21,3.23,3.25,3.29,3.33,3.36,3.35,3.29,3.23,3.15,3.04,2.93,2.77,2.87,2.91,2.95,2.99,2.92,2.83,2.72,2.64,2.57,2.41,2.35,2.32,2.34,2.39,2.54,2.58,2.59,2.57,2.57,2.57,2.52,2.52,2.64,2.72,2.86,3.13,3.30,3.40,3.55,3.57,3.52,3.49,3.51,3.63,3.86,4.05,4.26,4.65,5.02,5.16,4.96,4.57,4.42,4.11,4.09,4.14
