"주택유형별(1)","지역별(1)",2006.01,2006.02,2006.03,2006.04,2006.05,2006.06,2006.07,2006.08,2006.09,2006.10,2006.11,2006.12,2007.01,2007.02,2007.03,2007.04,2007.05,2007.06,2007.07,2007.08,2007.09,2007.10,2007.11,2007.12,2008.01,2008.02,2008.03,2008.04,2008.05,2008.06,2008.07,2008.08,2008.09,2008.10,2008.11,2008.12,2009.01,2009.02,2009.03,2009.04,2009.05,2009.06,2009.07,2009.08,2009.09,2009.10,2009.11,2009.12,2010.01,2010.02,2010.03,2010.04,2010.05,2010.06,2010.07,2010.08,2010.09,2010.10,2010.11,2010.12,2011.01,2011.02,2011.03,2011.04,2011.05,2011.06,2011.07,2011.08,2011.09,2011.10,2011.11,2011.12,2012.01,2012.02,2012.03,2012.04,2012.05,2012.06,2012.07,2012.08,2012.09,2012.10,2012.11,2012.12,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07
"아파트","서울",47.0,47.5,48.2,48.8,49.1,49.2,49.3,49.5,50.1,50.9,51.8,52.1,52.5,52.7,53.1,53.4,53.4,53.4,53.4,53.5,53.6,53.7,53.6,53.6,53.7,53.9,54.3,54.7,54.9,55.0,55.2,55.2,55.3,55.1,54.5,53.0,52.1,52.1,52.5,52.8,53.1,53.4,53.8,54.3,55.8,56.4,56.9,57.1,57.4,58.0,58.4,58.7,58.8,58.9,59.0,59.1,59.5,60.2,60.8,61.3,62.0,63.2,64.3,64.9,64.9,65.2,65.9,67.0,68.4,69.1,69.3,69.2,69.1,69.1,69.1,68.8,68.5,68.2,67.8,67.7,68.1,68.6,69.1,69.2,69.5,69.9,70.4,70.7,70.8,70.9,71.4,72.1,73.1,74.2,75.0,75.5,76.4,77.1,77.7,77.8,77.8,77.8,77.9,78.1,78.5,78.9,79.2,79.5,79.8,80.3,81.1,82.1,82.8,83.6,84.2,84.8,85.7,86.5,87.4,88.1,88.4,88.6,88.7,88.8,89.0,89.3,89.5,89.7,89.9,90.1,90.4,90.5,90.6,90.6,90.8,91.0,91.2,91.6,91.8,92.1,92.2,92.3,92.5,92.7,92.9,93.1,93.0,92.7,92.3,92.1,92.1,92.4,92.7,92.9,92.9,92.7,92.2,91.6,91.0,90.7,90.6,90.5,90.5,90.7,90.8,91.1,91.5,92.0,92.7,92.9,93.1,93.2,93.2,93.5,93.9,94.5,95.1,95.5,96.3,97.2,97.9,98.5,98.9,99.1,99.3,100.0,100.7,101.4,102.1,102.7,103.2,103.5,103.5,103.4,103.3,103.2,103.2,103.1,103.0,102.7,102.1,100.6,97.7,93.0,88.8,85.8,84.1,83.5,83.4,83.5,83.8
