주소,건물명,건축년도,면적,층,계약월,건물용도,월별평균 매매가,매매지수,월별평균 전세가,전세지수,2년매매가 평균,구,상세주소,기존 전세가,전세가율
성동구 옥수동 60-0,풍림아이원,2004,85,2층 초과,2023-07-01,아파트,169500.0,94.874,59999.99999999999,84.774,174713.90941205723,성동구,옥수동 60-0,67962.5,38.899307003492545
강서구 가양동 1461-0,가양2단지(성지),1992,50,2층 초과,2023-07-01,아파트,69150.0,90.277,28277.777777777777,81.465,76296.83034261313,강서구,가양동 1461-0,25314.28571428572,33.178685930478615
도봉구 창동 347-0,창동주공3단지(해등마을),1990,79,2층 초과,2023-07-01,아파트,58000.0,85.441,31475.0,83.071,94778.9736030827,도봉구,창동 347-0,30500.0,32.18013325163081
도봉구 창동 347-0,창동주공3단지(해등마을),1990,50,2층 초과,2023-07-01,아파트,55900.00000000001,85.441,22569.0,83.071,66517.82143189051,도봉구,창동 347-0,19687.5,29.597331325949376
노원구 상계동 1312-0,수락리버시티3단지,2009,85,2층 초과,2023-07-01,아파트,62500.0,88.952,37250.0,83.126,70604.56533559086,노원구,상계동 1312-0,53250.0,75.42005215512226
강동구 둔촌동 630-0,둔촌푸르지오,2010,60,2층 초과,2023-07-01,아파트,97750.0,94.01,45150.0,85.841,109591.23055705194,강동구,둔촌동 630-0,53783.333333333336,49.07631117923651
강동구 둔촌동 630-0,둔촌푸르지오,2010,85,2층 초과,2023-07-01,아파트,115000.0,94.01,45666.66666666666,85.841,131552.56320674412,강동구,둔촌동 630-0,63066.66666666665,47.94027963374073
영등포구 영등포동7가 202-0,브라운스톤영등포,2004,85,2층 초과,2023-07-01,아파트,84000.0,92.435,60000.0,85.883,92144.89311160253,영등포구,영등포동7가 202-0,60385.2,65.53287758103278
중랑구 면목동 1545-0,사가정센트럴아이파크,2020,85,2층 초과,2023-07-01,아파트,112000.0,91.603,66505.0,86.41,130396.55916495119,중랑구,면목동 1545-0,70375.2,53.97013575410039
광진구 구의동 611-0,구의현대2단지,1996,85,2층 초과,2023-07-01,아파트,144800.0,92.052,66937.5,83.777,137557.28192345225,광진구,구의동 611-0,65318.75000000001,47.48476350117802
강동구 명일동 251-1,현대(명일),1988,57,2층 초과,2023-07-01,아파트,73700.0,94.01,38000.0,85.841,77469.81845614802,강동구,명일동 251-1,26200.0,33.81962230211057
관악구 봉천동 1706-0,봉천우성,2000,60,2층 초과,2023-07-01,아파트,66500.0,91.077,36022.22222222222,81.528,76851.36684254777,관악구,봉천동 1706-0,34966.666666666664,45.499082323813425
강남구 대치동 66-0,"쌍용대치아파트1동,2동,3동,5동,6동",1983,128,2층 초과,2023-07-01,아파트,307500.0,100.163,95000.0,83.31,309945.33832366153,강남구,대치동 66-0,80000.0,25.811002815102746
마포구 성산동 592-6,이안상암Ⅱ,2005,60,2층 초과,2023-07-01,오피스텔,46000.0,93.358,35000.0,86.975,52719.663647610396,마포구,성산동 592-6,36333.27643509082,68.91788361540065
서대문구 홍제동 462-0,청구3차,2001,59,2층 초과,2023-07-01,아파트,63000.0,89.097,35000.0,83.08,71500.32775029434,서대문구,홍제동 462-0,40000.0,55.94379950214331
서대문구 홍은동 460-0,홍은동풍림아이원,2002,85,2층 초과,2023-07-01,아파트,57000.00000000001,89.097,37000.0,83.08,72776.95806818533,서대문구,홍은동 460-0,33075.11248854522,45.447231330494574
강남구 압구정동 490-0,한양1차(영동한양),1977,64,2층 초과,2023-07-01,아파트,270000.0,100.163,50000.0,83.31,282035.27417975536,강남구,압구정동 490-0,57416.66666666666,20.35797360229207
강남구 압구정동 490-0,한양1차(영동한양),1977,91,2층 초과,2023-07-01,아파트,360000.0,100.163,82500.0,83.31,269933.9139440374,강남구,압구정동 490-0,77474.10577851054,28.701138232883345
관악구 봉천동 866-6,덕산스테이트,2017,19,2층 초과,2023-07-01,오피스텔,17000.0,91.077,17400.0,81.528,16954.0259269473,관악구,봉천동 866-6,17128.01,101.02621096489044
영등포구 여의도동 50-0,시범,1971,79,2층 초과,2023-07-01,아파트,179000.0,92.435,33100.0,85.883,190629.75031986856,영등포구,여의도동 50-0,38516.66666666666,20.204960979090274
영등포구 여의도동 50-0,시범,1971,118,2층 초과,2023-07-01,아파트,233000.0,92.435,49250.0,85.883,242243.84047388542,영등포구,여의도동 50-0,62000.0,25.594046015252047
마포구 대흥동 660-0,마포태영,1999,115,2층 초과,2023-07-01,아파트,169000.0,93.358,85000.0,86.975,177398.58898022593,마포구,대흥동 660-0,68250.0,38.4726848123959
마포구 대흥동 660-0,마포태영,1999,59,2층 초과,2023-07-01,아파트,106525.0,93.358,42500.0,86.975,116391.56798401308,마포구,대흥동 660-0,46160.0,39.65923030295484
마포구 대흥동 660-0,마포태영,1999,85,2층 초과,2023-07-01,아파트,138250.0,93.358,63500.0,86.975,161711.80306404777,마포구,대흥동 660-0,55450.0,34.28939567140836
동대문구 전농동 695-0,동대문롯데캐슬노블레스,2018,85,2층 초과,2023-07-01,아파트,125300.0,89.772,49750.00000000001,86.164,146755.49626642812,동대문구,전농동 695-0,71038.87049999999,48.40627595373468
은평구 구산동 224-0,경남아너스빌,2004,85,2층 초과,2023-07-01,아파트,55500.0,89.776,34833.333333333336,84.277,58373.90908994538,은평구,구산동 224-0,32500.0,55.6755586642697
관악구 봉천동 1708-0,두산,2000,85,2층 초과,2023-07-01,아파트,94500.0,91.077,60600.0,81.528,115944.9579936755,관악구,봉천동 1708-0,62231.25,53.673097197891565
노원구 상계동 1110-0,두산,1994,84,2층 이하,2023-07-01,아파트,50000.0,88.952,30500.0,83.126,71304.37380832213,노원구,상계동 1110-0,25790.90611443071,36.17016002939862
관악구 봉천동 1708-0,두산,2000,60,2층 초과,2023-07-01,아파트,78666.66666666667,91.077,45175.0,81.528,86388.86240432739,관악구,봉천동 1708-0,48882.142857142855,56.5838483071566
성북구 석관동 10-0,두산,1998,60,2층 초과,2023-07-01,아파트,66300.0,89.128,35666.666666666664,81.036,72570.4057213512,성북구,석관동 10-0,35250.0,48.57351925983372
서대문구 북아현동 1009-0,두산,1999,60,2층 초과,2023-07-01,아파트,75500.0,89.097,40642.857142857145,83.08,86191.00731792189,서대문구,북아현동 1009-0,41600.0,48.26489594970776
관악구 봉천동 1708-0,두산,2000,60,2층 이하,2023-07-01,아파트,73800.0,91.077,44000.0,81.528,88299.07916666666,관악구,봉천동 1708-0,56421.68,63.89837870619546
은평구 녹번동 282-0,힐스테이트녹번,2019,60,2층 초과,2023-07-01,아파트,89000.0,89.776,51583.333333333336,84.277,100759.52070169039,은평구,녹번동 282-0,65000.0,64.51003294511457
은평구 녹번동 282-0,힐스테이트녹번,2019,85,2층 초과,2023-07-01,아파트,105000.0,89.776,60000.0,84.277,124627.76781438013,은평구,녹번동 282-0,57750.0,46.337987924177945
노원구 월계동 12-0,삼호4,1987,50,2층 초과,2023-07-01,아파트,57500.0,88.952,19409.090909090908,83.126,64716.400007827346,노원구,월계동 12-0,20108.33333333333,31.071464622416045
노원구 월계동 12-0,삼호4,1987,59,2층 초과,2023-07-01,아파트,67700.0,88.952,25000.0,83.126,77094.46887480946,노원구,월계동 12-0,20000.0,25.94219830799688
동대문구 휘경동 322-2,회기역 더이스트팰리스,2020,17,2층 초과,2023-07-01,오피스텔,21800.0,89.772,18900.0,86.164,22088.311524774825,동대문구,휘경동 322-2,18173.95846937443,82.27862256012662
관악구 봉천동 1733-0,e편한세상서울대입구2차,2020,84,2층 초과,2023-07-01,아파트,104000.0,91.077,62700.0,81.528,,관악구,봉천동 1733-0,,
송파구 장지동 901-0,위례24단지(꿈에그린),2013,52,2층 초과,2023-07-01,아파트,98900.0,96.951,50800.0,84.183,104945.90196432127,송파구,장지동 901-0,50550.0,48.16767406238084
송파구 장지동 901-0,위례24단지(꿈에그린),2013,60,2층 초과,2023-07-01,아파트,115300.0,96.951,56629.99999999999,84.183,130799.58682741039,송파구,장지동 901-0,70714.28571428571,54.063080342595406
성북구 정릉동 1025-0,정릉힐스테이트,2004,85,2층 초과,2023-07-01,아파트,75333.33333333333,89.128,45000.0,81.036,86998.9705680844,성북구,정릉동 1025-0,57333.333333333336,65.90116292061747
서대문구 홍제동 459-0,홍제원현대(459-0),2000,60,2층 초과,2023-07-01,아파트,63000.0,89.097,36550.0,83.08,74439.64441262955,서대문구,홍제동 459-0,43883.333333333336,58.95156227517929
송파구 거여동 697-0,송파시그니처롯데캐슬,2021,60,2층 초과,2023-07-01,아파트,115000.0,96.951,70500.0,84.183,,송파구,거여동 697-0,,
송파구 거여동 697-0,송파시그니처롯데캐슬,2021,85,2층 초과,2023-07-01,아파트,115000.0,96.951,75500.0,84.183,,송파구,거여동 697-0,,
관악구 봉천동 1707-0,은천1,2001,85,2층 초과,2023-07-01,아파트,74500.0,91.077,53749.99999999999,81.528,86587.57826440081,관악구,봉천동 1707-0,49094.25562180321,56.69895914156498
성동구 하왕십리동 1071-0,왕십리자이,2017,52,2층 초과,2023-07-01,아파트,88800.0,94.874,50666.66666666666,84.774,92417.2720701126,성동구,하왕십리동 1071-0,44800.0,48.47578704337039
성동구 하왕십리동 1071-0,왕십리자이,2017,60,2층 초과,2023-07-01,아파트,110000.0,94.874,52300.00000000001,84.774,126686.01874066376,성동구,하왕십리동 1071-0,55216.66666666666,43.585446299089654
성동구 하왕십리동 1002-0,왕십리KCC스위첸,2016,64,2층 초과,2023-07-01,아파트,94500.0,94.874,54000.0,84.774,114230.00597281742,성동구,하왕십리동 1002-0,62750.00000000001,54.9330269797344
노원구 하계동 354-0,학여울청구,1999,59,2층 초과,2023-07-01,아파트,55150.0,88.952,29500.000000000004,83.126,65328.57141274232,노원구,하계동 354-0,34962.5,53.5179313490706
노원구 하계동 354-0,학여울청구,1999,85,2층 초과,2023-07-01,아파트,79000.0,88.952,40400.0,83.126,91606.46429274761,노원구,하계동 354-0,37575.0,41.01784769240873
동대문구 전농동 10-0,전농SK,2000,59,2층 초과,2023-07-01,아파트,63300.0,89.772,35750.0,86.164,79426.67009029159,동대문구,전농동 10-0,31000.0,39.02971126041096
동대문구 전농동 10-0,전농SK,2000,85,2층 초과,2023-07-01,아파트,83000.0,89.772,42600.0,86.164,96824.32965142507,동대문구,전농동 10-0,50930.0,52.600415808043145
마포구 공덕동 43-0,공덕2삼성래미안,2004,85,2층 초과,2023-07-01,아파트,130500.0,93.358,59000.0,86.975,137313.97931812506,마포구,공덕동 43-0,58749.99999999999,42.78515580987548
양천구 신정동 327-0,목동신시가지13,1987,71,2층 초과,2023-07-01,아파트,140000.0,94.465,46812.857142857145,81.59,133110.96656468263,양천구,신정동 327-0,49775.0,37.39361322706107
강동구 성내동 606-0,올림픽파크한양수자인,2016,60,2층 초과,2023-07-01,아파트,110000.0,94.01,58765.0,85.841,118074.54054830426,강동구,성내동 606-0,55300.0,46.83482124359975
구로구 개봉동 476-0,한마을,1999,60,2층 초과,2023-07-01,아파트,65499.99999999999,92.83,35500.0,84.451,73623.6588312752,구로구,개봉동 476-0,28500.0,38.71038257595159
강남구 도곡동 538-3,래미안도곡카운티,2016,60,2층 초과,2023-07-01,아파트,211500.00000000003,100.163,45393.0,83.31,223153.58284629651,강남구,도곡동 538-3,97936.03717629085,43.88727975017418
영등포구 신길동 4945-0,래미안영등포프레비뉴,2015,85,2층 초과,2023-07-01,아파트,125000.0,92.435,62666.66666666665,85.883,138600.03108631884,영등포구,신길동 4945-0,55650.0,40.151506146013546
강동구 암사동 509-0,선사현대아파트,2000,83,2층 초과,2023-07-01,아파트,119250.0,94.01,30500.0,85.841,133498.56035825238,강동구,암사동 509-0,60325.0,45.18775321480157
강동구 암사동 509-0,선사현대아파트,2000,60,2층 초과,2023-07-01,아파트,85825.0,94.01,42312.5,85.841,96740.82916044054,강동구,암사동 509-0,45409.52380952381,46.93935766687925
강동구 암사동 509-0,선사현대아파트,2000,60,2층 이하,2023-07-01,아파트,84000.0,94.01,38680.0,85.841,69481.61197159109,강동구,암사동 509-0,44883.333333333336,64.59742665683225
노원구 하계동 273-0,장미(시영6),1989,54,2층 초과,2023-07-01,아파트,54750.00000000001,88.952,24680.000000000004,83.126,63938.08685225603,노원구,하계동 273-0,24100.0,37.692713664843794
송파구 오금동 11-0,현대백조,1997,114,2층 초과,2023-07-01,아파트,119000.0,96.951,75000.0,84.183,100890.59917899058,송파구,오금동 11-0,73325.82309760884,72.67854854100042
마포구 성산동 593-5,상암미르웰한올림,2018,16,2층 초과,2023-07-01,오피스텔,15500.0,93.358,16000.0,86.975,16287.760502392244,마포구,성산동 593-5,16282.5,99.96770272750835
영등포구 영등포동1가 94-2,여의도더리브스타일,2020,30,2층 초과,2023-07-01,아파트,41700.0,92.435,39000.0,85.883,45537.38614552762,영등포구,영등포동1가 94-2,37423.817049363206,82.18262007785162
마포구 신공덕동 161-0,신공덕래미안3차,2003,85,2층 초과,2023-07-01,아파트,125000.0,93.358,65500.0,86.975,137955.07854314693,마포구,신공덕동 161-0,51714.9675,37.48681675667749
마포구 상암동 1637-0,상암월드컵파크2단지,2003,60,2층 초과,2023-07-01,아파트,85850.0,93.358,43160.0,86.975,96392.73065481253,마포구,상암동 1637-0,40425.0,41.93780975534769
동작구 사당동 1139-0,사당자이,1999,60,2층 초과,2023-07-01,아파트,79000.0,96.056,43000.0,83.141,85537.70876053048,동작구,사당동 1139-0,46400.0,54.24508169829571
성북구 정릉동 1020-0,정릉우성아파트 101~105동,2000,85,2층 초과,2023-07-01,아파트,61333.333333333336,89.128,37000.0,81.036,72898.91167537677,성북구,정릉동 1020-0,38760.0,53.16951804795195
양천구 신정동 1281-0,푸른마을2,2001,49,2층 초과,2023-07-01,아파트,43000.0,94.465,24000.0,81.59,57124.12679205757,양천구,신정동 1281-0,30328.82630610448,53.09284887015786
중구 황학동 2545-0,롯데캐슬,2008,85,2층 초과,2023-07-01,아파트,91500.0,89.391,56750.00000000001,84.522,102993.18078756788,중구,황학동 2545-0,62992.85714285714,61.162163029788566
강남구 역삼동 757-0,역삼래미안,2005,81,2층 초과,2023-07-01,아파트,238000.00000000003,100.163,105000.0,83.31,264540.5482932262,강남구,역삼동 757-0,91350.0,34.531568256501984
동대문구 전농동 690-0,래미안크레시티,2014,122,2층 초과,2023-07-01,아파트,145000.0,89.772,72800.0,86.164,159134.47509668136,동대문구,전농동 690-0,77033.33333333333,48.40769624968575
동대문구 전농동 690-0,래미안크레시티,2014,60,2층 초과,2023-07-01,아파트,106000.0,89.772,49559.09090909091,86.164,116657.30819410253,동대문구,전농동 690-0,51631.81818181818,44.25939444437512
동대문구 전농동 690-0,래미안크레시티,2014,60,2층 이하,2023-07-01,아파트,96000.0,89.772,47000.0,86.164,111360.3824347898,동대문구,전농동 690-0,42000.0,37.71538771842336
영등포구 신길동 22-5,대우 디오빌 골든뷰 오피스텔,2004,28,2층 초과,2023-07-01,오피스텔,17900.0,92.435,16500.0,85.883,16566.850899553243,영등포구,신길동 22-5,15851.115,95.67971062278019
강남구 역삼동 762-3,래미안그레이튼(진달래2차),2010,85,2층 초과,2023-07-01,아파트,260000.00000000003,100.163,117500.0,83.31,262430.1405817424,강남구,역삼동 762-3,126450.0,48.184251900216864
용산구 이촌동 300-11,왕궁,1974,102,2층 이하,2023-07-01,아파트,216000.0,97.327,46199.99999999999,84.515,222231.27693950548,용산구,이촌동 300-11,47250.0,21.261633668631678
구로구 구로동 685-124,중앙하이츠,1987,71,2층 초과,2023-07-01,아파트,58899.99999999999,92.83,32333.33333333333,84.451,65354.5309009977,구로구,구로동 685-124,32400.0,49.57575175481121
성동구 용답동 15-0,중앙하이츠,1995,85,2층 초과,2023-07-01,아파트,85500.0,94.874,50000.00000000001,84.774,66588.2177626808,성동구,용답동 15-0,28929.00374675761,43.44462837233466
중랑구 신내동 479-0,중앙하이츠,1996,85,2층 초과,2023-07-01,아파트,55000.0,91.603,36250.0,86.41,63237.47552646165,중랑구,신내동 479-0,45250.0,71.55567110054099
성북구 길음동 1283-0,길음뉴타운6단지(래미안),2007,59,2층 초과,2023-07-01,아파트,82000.0,89.128,44500.0,81.036,88744.08950608519,성북구,길음동 1283-0,56999.99999999999,64.2296296206763
성북구 길음동 1283-0,길음뉴타운6단지(래미안),2007,84,2층 초과,2023-07-01,아파트,112500.0,89.128,55000.0,81.036,112099.92272005317,성북구,길음동 1283-0,66500.0,59.32207479399452
마포구 상암동 1748-0,상암 오벨리스크 2차,2014,21,2층 초과,2023-07-01,오피스텔,12450.0,93.358,14000.0,86.975,12997.139093960788,마포구,상암동 1748-0,14754.532754274607,113.52138841947459
영등포구 여의도동 17-0,여의도the샵 아일랜드 파크,2006,76,2층 초과,2023-07-01,오피스텔,130000.0,92.435,68000.0,85.883,76335.87550279676,영등포구,여의도동 17-0,74969.12654392446,98.20955880852873
양천구 신정동 329-0,목동신시가지14,1987,129,2층 초과,2023-07-01,아파트,215000.0,94.465,90000.0,81.59,233332.1705914839,양천구,신정동 329-0,75600.0,32.400161455815656
양천구 신정동 329-0,목동신시가지14,1987,55,2층 초과,2023-07-01,아파트,111500.0,94.465,31875.0,81.59,117907.3816307586,양천구,신정동 329-0,31050.0,26.334229096221367
송파구 가락동 913-0,헬리오시티,2018,60,2층 초과,2023-07-01,아파트,131000.0,96.951,84300.0,84.183,173407.74732897824,송파구,가락동 913-0,83207.14285714286,47.983521001104705
송파구 가락동 913-0,헬리오시티,2018,85,2층 초과,2023-07-01,아파트,195375.0,96.951,100368.42105263156,84.183,202662.26282292555,송파구,가락동 913-0,103027.77777777778,50.83717922749014
송파구 가락동 913-0,헬리오시티,2018,100,2층 초과,2023-07-01,아파트,227250.0,96.951,118000.0,84.183,234563.2310564718,송파구,가락동 913-0,129225.0,55.091754755411216
광진구 광장동 554-7,현대5,1989,60,2층 초과,2023-07-01,아파트,109250.0,92.052,51666.66666666666,83.777,118366.41980266936,광진구,광장동 554-7,52000.0,43.93137858413735
광진구 광장동 554-7,현대5,1989,85,2층 초과,2023-07-01,아파트,160000.0,92.052,67000.0,83.777,163939.0189772052,광진구,광장동 554-7,81000.0,49.40861578003135
송파구 석촌동 226-2,현대(201),2004,64,2층 초과,2023-07-01,아파트,53000.0,96.951,39500.0,84.183,50093.0285187666,송파구,석촌동 226-2,45400.05,90.63147376484046
구로구 고척동 342-0,벽산베스트블루밍,2010,85,2층 초과,2023-07-01,아파트,79800.0,92.83,42000.0,84.451,88468.29576913506,구로구,고척동 342-0,56333.33333333333,63.67629538195193
구로구 개봉동 480-0,현대홈타운,2001,85,2층 초과,2023-07-01,아파트,77000.0,92.83,41400.0,84.451,85367.61299905578,구로구,개봉동 480-0,41316.66666666666,48.39852634408748
구로구 개봉동 480-0,현대홈타운,2001,59,2층 초과,2023-07-01,아파트,59000.00000000001,92.83,40850.0,84.451,68539.29863588249,구로구,개봉동 480-0,38283.333333333336,55.85603310111902
서초구 서초동 1350-13,동원베네스트아파트,2002,85,2층 초과,2023-07-01,아파트,160000.0,102.799,88000.0,84.425,132179.4668359251,서초구,서초동 1350-13,100000.0,75.65471581462074
양천구 목동 956-0,롯데캐슬위너,2005,60,2층 초과,2023-07-01,아파트,96500.0,94.465,54000.0,81.59,96453.67339290328,양천구,목동 956-0,65000.0,67.38986470242871
서대문구 북아현동 1-97,성우아파트,2005,84,2층 초과,2023-07-01,아파트,104000.0,89.097,50000.0,83.08,110461.52815352178,서대문구,북아현동 1-97,45965.70847112693,41.61241405898605
동대문구 답십리동 1003-0,래미안위브,2014,60,2층 초과,2023-07-01,아파트,98500.0,89.772,53400.0,86.164,110350.69190039126,동대문구,답십리동 1003-0,61150.0,55.414242490837694
동대문구 답십리동 1003-0,래미안위브,2014,85,2층 초과,2023-07-01,아파트,120100.0,89.772,61420.0,86.164,128736.98568421562,동대문구,답십리동 1003-0,63812.5,49.568117243733184
구로구 구로동 685-70,현대연예인,1989,55,2층 초과,2023-07-01,아파트,51500.00000000001,92.83,22000.0,84.451,65594.35901103412,구로구,구로동 685-70,35000.0,53.3582468488066
강서구 마곡동 739-4,마곡 헤리움1차,2015,24,2층 초과,2023-07-01,오피스텔,15500.0,90.277,15000.0,81.465,15128.528541338152,강서구,마곡동 739-4,14962.857142857143,98.90490738720347
양천구 신월동 987-1,신월시영,1988,51,2층 초과,2023-07-01,아파트,54500.00000000001,94.465,22750.0,81.59,64937.475548353046,양천구,신월동 987-1,20837.5,32.08855876216531
성북구 정릉동 1015-0,길음뉴타운경남아너스빌,1999,60,2층 초과,2023-07-01,아파트,53250.0,89.128,31500.000000000004,81.036,61702.96529535571,성북구,정릉동 1015-0,33000.0,53.482032576615666
송파구 신천동 11-0,장미2,1979,82,2층 초과,2023-07-01,아파트,194000.0,96.951,56750.00000000001,84.183,196583.27912098126,송파구,신천동 11-0,61042.857142857145,31.05190706748266
양천구 신정동 1277-0,신트리4,2000,49,2층 초과,2023-07-01,아파트,52499.99999999999,94.465,25000.0,81.59,62740.84361423039,양천구,신정동 1277-0,25900.0,41.28092404885286
양천구 신월동 1076-0,목동센트럴아이파크위브2단지,2020,53,2층 초과,2023-07-01,아파트,67500.0,94.465,40000.0,81.59,88995.53306019561,양천구,신월동 1076-0,49666.66666666666,55.80804447013388
양천구 신월동 1076-0,목동센트럴아이파크위브2단지,2020,60,2층 초과,2023-07-01,아파트,84000.0,94.465,48000.0,81.59,98222.60009054908,양천구,신월동 1076-0,65707.2,66.89621323343721
양천구 신월동 1076-0,목동센트럴아이파크위브2단지,2020,85,2층 초과,2023-07-01,아파트,99666.66666666669,94.465,60000.0,81.59,119052.32385606591,양천구,신월동 1076-0,61000.0,51.23797505519415
노원구 월계동 13-0,미성,1986,33,2층 초과,2023-07-01,아파트,50000.0,88.952,13500.0,83.126,65594.70376921869,노원구,월계동 13-0,12000.0,18.29415990995173
노원구 월계동 13-0,미성,1986,50,2층 초과,2023-07-01,아파트,67000.0,88.952,19357.14285714286,83.126,71765.4327402306,노원구,월계동 13-0,22260.52631578948,31.01845201207931
노원구 월계동 13-0,미성,1986,51,2층 초과,2023-07-01,아파트,65100.0,88.952,19171.42857142857,83.126,73997.6388987199,노원구,월계동 13-0,24287.5,32.8219931898667
노원구 월계동 13-0,미성,1986,59,2층 이하,2023-07-01,아파트,70500.0,88.952,22000.0,83.126,81590.97007325657,노원구,월계동 13-0,25500.0,31.25345853481677
구로구 신도림동 290-0,미성,1987,66,2층 초과,2023-07-01,아파트,70000.0,92.83,28500.000000000004,84.451,90911.25204989316,구로구,신도림동 290-0,30506.64675,33.55651370113965
노원구 하계동 280-0,미성,1989,72,2층 초과,2023-07-01,아파트,70000.0,88.952,33000.0,83.126,84682.65303513936,노원구,하계동 280-0,45000.0,53.13957273082492
은평구 신사동 140-1,미성,1987,83,2층 초과,2023-07-01,아파트,70800.0,89.776,31500.0,84.277,75150.90842253614,은평구,신사동 140-1,38136.34649991454,50.74635463551931
강동구 상일동 519-0,고덕아르테온,2020,60,2층 초과,2023-07-01,아파트,117900.0,94.01,59250.0,85.841,126085.99334094085,강동구,상일동 519-0,76000.0,60.27632252100628
강동구 상일동 519-0,고덕아르테온,2020,85,2층 초과,2023-07-01,아파트,154125.0,94.01,76000.0,85.841,158657.4205867933,강동구,상일동 519-0,91333.33333333331,57.56637981100263
은평구 응암동 769-0,녹번역e편한세상캐슬,2021,85,2층 초과,2023-07-01,아파트,113260.0,89.776,62500.0,84.277,124153.03133045022,은평구,응암동 769-0,59850.0,48.206636083416335
은평구 응암동 769-0,녹번역e편한세상캐슬,2021,60,2층 초과,2023-07-01,아파트,87983.33333333333,89.776,48400.0,84.277,98560.10671758879,은평구,응암동 769-0,47666.66666666666,48.363042872152434
송파구 거여동 293-0,거여4단지,1997,40,2층 초과,2023-07-01,아파트,62300.0,96.951,28500.0,84.183,75271.2359607132,송파구,거여동 293-0,31275.59,41.550520063632106
노원구 중계동 362-1,주공8,1993,50,2층 초과,2023-07-01,아파트,54999.99999999999,88.952,23750.0,83.126,55029.07883437828,노원구,중계동 362-1,29210.0,53.08102664759065
성동구 금호동1가 280-0,이편한세상금호파크힐스,2019,85,2층 초과,2023-07-01,아파트,153375.0,94.874,76500.0,84.774,166772.03087942058,성동구,금호동1가 280-0,85666.66666666667,51.36752620624099
성동구 금호동1가 280-0,이편한세상금호파크힐스,2019,60,2층 초과,2023-07-01,아파트,129500.0,94.874,65249.99999999999,84.774,139721.46476593128,성동구,금호동1가 280-0,65656.25,46.99081140466914
성북구 장위동 319-0,꿈의숲코오롱하늘채,2017,85,2층 초과,2023-07-01,아파트,90000.0,89.128,49666.66666666666,81.036,110799.39143998752,성북구,장위동 319-0,42200.34,38.0871586491132
서초구 내곡동 1-0,서초더샵포레,2014,101,2층 초과,2023-07-01,아파트,165000.0,102.799,90000.0,84.425,178111.55390023932,서초구,내곡동 1-0,110000.0,61.7590479624984
서초구 내곡동 1-0,서초더샵포레,2014,85,2층 초과,2023-07-01,아파트,139000.0,102.799,73500.0,84.425,157093.003407829,서초구,내곡동 1-0,86300.0,54.93561019770985
영등포구 당산동3가 565-0,당산계룡리슈빌3단지,2014,50,2층 초과,2023-07-01,아파트,72000.0,92.435,47000.0,85.883,77688.95413893287,영등포구,당산동3가 565-0,46998.75,60.49605187881807
영등포구 양평동6가 99-0,한솔,1999,84,2층 초과,2023-07-01,아파트,70900.0,92.435,41000.0,85.883,89592.62348554512,영등포구,양평동6가 99-0,35458.370662666974,39.5773326901046
송파구 방이동 42-0,잠실역 웰리지 더테라스,2023,22,2층 초과,2023-07-01,오피스텔,25500.0,96.951,22300.0,84.183,,송파구,방이동 42-0,,
마포구 성산동 593-3,동우 자인채 스토리 상암,2018,24,2층 초과,2023-07-01,오피스텔,21000.0,93.358,20000.0,86.975,23184.911937856883,마포구,성산동 593-3,20709.25,89.32209902503635
마포구 성산동 446-0,성산시영(대우),1986,59,2층 초과,2023-07-01,아파트,109150.0,93.358,30248.800000000003,86.975,118571.30452871317,마포구,성산동 446-0,36274.117647058825,30.592661345203215
마포구 성산동 446-0,성산시영(대우),1986,50,2층 초과,2023-07-01,아파트,92850.0,93.358,26806.63636363636,86.975,96988.36358880733,마포구,성산동 446-0,26115.90909090909,26.926847844995415
마포구 성산동 446-0,성산시영(대우),1986,50,2층 이하,2023-07-01,아파트,88500.0,93.358,26000.0,86.975,92282.15914367448,마포구,성산동 446-0,30154.5,32.676413599136026
마포구 성산동 446-0,성산시영(대우),1986,51,2층 초과,2023-07-01,아파트,96000.0,93.358,26580.0,86.975,99421.08473160287,마포구,성산동 446-0,29939.28571428572,30.11361804702675
용산구 한남동 810-0,한남더힐,2011,60,2층 초과,2023-07-01,아파트,310000.0,97.327,117500.0,84.515,276418.54997571505,용산구,한남동 810-0,116317.74,42.08029454254035
강남구 대치동 1014-3,대치삼성,2000,60,2층 초과,2023-07-01,아파트,166000.0,100.163,67000.0,83.31,199243.8524590164,강남구,대치동 1014-3,86125.0,43.22592588783413
구로구 구로동 1280-0,한신휴플러스(1280-0),2007,50,2층 초과,2023-07-01,아파트,57000.0,92.83,38000.0,84.451,67782.61643808972,구로구,구로동 1280-0,35100.0,51.783188440444924
영등포구 문래동6가 45-0,현대2차,1987,41,2층 초과,2023-07-01,아파트,54500.0,92.435,27500.0,85.883,64176.202112791536,영등포구,문래동6가 45-0,26800.0,41.760028044193426
강남구 압구정동 443-0,현대3차(61~64동),1976,82,2층 초과,2023-07-01,아파트,350000.0,100.163,53633.33333333333,83.31,338195.91270279855,강남구,압구정동 443-0,74750.0,22.1025734470331
구로구 개봉동 478-0,한진,2000,60,2층 초과,2023-07-01,아파트,48800.0,92.83,30933.33333333333,84.451,59708.7311026433,구로구,개봉동 478-0,26200.000000000004,43.87967976569532
