주소,건물명,건축년도,면적,층,계약월,건물용도,월별평균 매매가,매매지수,월별평균 전세가,전세지수,2년매매가 평균,구,상세주소,기존 전세가,전세가율
관악구 봉천동 1712-0,관악드림(삼성),2003,60,2층 초과,2023-07-01,아파트,67925.0,91.077,38661.11111111111,81.528,83676.14999114799,관악구,봉천동 1712-0,41688.63636363636,49.82140833205944
관악구 봉천동 1712-0,관악드림(삼성),2003,85,2층 초과,2023-07-01,아파트,84625.0,91.077,47375.0,81.528,96643.3554458194,관악구,봉천동 1712-0,55020.0,56.93097031471092
동대문구 용두동 792-0,래미안 허브리츠,2011,85,2층 초과,2023-07-01,아파트,107000.0,89.772,60000.0,86.164,124266.22012648456,동대문구,용두동 792-0,53769.105,43.26928504405384
강동구 성내동 590-0,성내동삼성아파트,1999,60,2층 초과,2023-07-01,아파트,85250.0,94.01,45000.0,85.841,98128.28558119305,강동구,성내동 590-0,50000.0,50.953707897636846
송파구 거여동 290-0,거여1단지,1997,40,2층 초과,2023-07-01,아파트,60416.66666666666,96.951,29000.0,84.183,70415.76696135027,송파구,거여동 290-0,28000.000000000004,39.76382166705451
송파구 거여동 290-0,거여1단지,1997,50,2층 초과,2023-07-01,아파트,71000.0,96.951,32333.33333333333,84.183,88506.43797485427,송파구,거여동 290-0,35378.57142857143,39.972879078720695
구로구 개봉동 489-0,개봉동현대아이파크,2006,85,2층 초과,2023-07-01,아파트,83666.66666666667,92.83,53000.0,84.451,102560.15409077877,구로구,개봉동 489-0,45000.0,43.87668914788221
동작구 노량진동 325-0,신동아리버파크,2001,115,2층 초과,2023-07-01,아파트,109000.0,96.056,62000.0,83.141,118159.74739914127,동작구,노량진동 325-0,51400.0,43.50043151867262
동작구 노량진동 325-0,신동아리버파크,2001,60,2층 초과,2023-07-01,아파트,81000.0,96.056,41500.0,83.141,88491.5357713675,동작구,노량진동 325-0,39112.5,44.19914250449173
동작구 노량진동 325-0,신동아리버파크,2001,85,2층 초과,2023-07-01,아파트,100000.0,96.056,47050.0,83.141,115036.82511797977,동작구,노량진동 325-0,65649.34999999999,57.06811704223509
동작구 대방동 502-0,대방동현대,1994,85,2층 초과,2023-07-01,아파트,96000.0,96.056,49666.66666666666,83.141,100208.94833936878,동작구,대방동 502-0,57232.76666666665,57.11342910499519
영등포구 도림동 820-0,쌍용플래티넘시티1단지,2006,87,2층 초과,2023-07-01,오피스텔,67500.0,92.435,42575.0,85.883,77619.40256121093,영등포구,도림동 820-0,42866.66666666666,55.22674132007375
금천구 가산동 233-5,가산 센트럴 푸르지오 시티,2020,18,2층 초과,2023-07-01,오피스텔,14350.000000000002,89.195,12946.666666666664,80.357,14994.348780353122,금천구,가산동 233-5,12933.755241535984,86.25753229431942
강동구 천호동 452-15,미사아름채아파트,2020,13,2층 초과,2023-07-01,아파트,22400.0,94.01,19100.0,85.841,22645.499920986545,강동구,천호동 452-15,22973.053599303657,101.44644048247994
동작구 동작동 333-0,이수힐스테이트,2013,60,2층 초과,2023-07-01,아파트,120000.0,96.056,61000.00000000001,83.141,128476.93061424654,동작구,동작동 333-0,56700.0,44.13243663972827
구로구 구로동 98-10,비즈트위트 그린,2012,18,2층 초과,2023-07-01,아파트,9500.0,92.83,11750.0,84.451,11592.276108076994,구로구,구로동 98-10,11500.0,99.20398628175617
구로구 구로동 98-10,비즈트위트 그린,2012,18,2층 이하,2023-07-01,아파트,13500.000000000002,92.83,11750.0,84.451,10953.53591749928,구로구,구로동 98-10,12656.127337506794,115.54376078036563
성동구 행당동 346-0,행당한진타운,2000,115,2층 초과,2023-07-01,아파트,130000.0,94.874,73012.5,84.774,143085.26993640227,성동구,행당동 346-0,82975.0,57.98989653993053
성동구 행당동 346-0,행당한진타운,2000,60,2층 초과,2023-07-01,아파트,98375.0,94.874,48312.5,84.774,105504.06013867364,성동구,행당동 346-0,50462.5,47.829912833375815
성동구 행당동 346-0,행당한진타운,2000,85,2층 초과,2023-07-01,아파트,120000.0,94.874,57318.142857142855,84.774,132451.71900605777,성동구,행당동 346-0,65400.0,49.37648260873752
금천구 시흥동 1026-0,남서울힐스테이트,2014,85,2층 초과,2023-07-01,아파트,90300.0,89.195,45000.00000000001,80.357,95469.83775259473,금천구,시흥동 1026-0,62499.99999999999,65.46570254153525
금천구 시흥동 1026-0,남서울힐스테이트,2014,60,2층 초과,2023-07-01,아파트,71250.0,89.195,43000.0,80.357,76808.46842017969,금천구,시흥동 1026-0,43925.0,57.18770456365421
성북구 길음동 1282-0,길음뉴타운5단지(래미안),2006,85,2층 초과,2023-07-01,아파트,92000.0,89.128,49350.0,81.036,106371.5818086712,성북구,길음동 1282-0,57562.50000000001,54.11454734549
중랑구 신내동 656-0,화성.두산아파트,1995,67,2층 초과,2023-07-01,아파트,59500.00000000001,91.603,31500.0,86.41,66551.74861358611,중랑구,신내동 656-0,30613.212,45.9991099223357
마포구 창전동 437-0,창전래미안,1998,85,2층 초과,2023-07-01,아파트,108000.0,93.358,55000.00000000001,86.975,114019.24439503763,마포구,창전동 437-0,56000.00000000001,49.114515972390755
서초구 잠원동 55-12,신반포16,1983,52,2층 초과,2023-07-01,아파트,175000.0,102.799,29110.0,84.425,176052.21101797072,서초구,잠원동 55-12,51500.0,29.252685724431533
관악구 봉천동 1717-0,관악푸르지오,2004,60,2층 초과,2023-07-01,아파트,71800.0,91.077,40758.333333333336,81.528,83297.12589315308,관악구,봉천동 1717-0,38640.625,46.38890548224331
관악구 봉천동 1717-0,관악푸르지오,2004,84,2층 초과,2023-07-01,아파트,93000.0,91.077,47150.00000000001,81.528,92891.31660454569,관악구,봉천동 1717-0,45489.9795,48.971186072922904
도봉구 창동 373-0,창동주공4단지,1991,41,2층 초과,2023-07-01,아파트,37900.0,85.441,15424.999999999998,83.071,47601.73239572734,도봉구,창동 373-0,13650.0,28.675426949850262
마포구 신수동 462-0,신촌숲아이파크,2019,60,2층 초과,2023-07-01,아파트,130000.0,93.358,65633.33333333333,86.975,144042.49459284934,마포구,신수동 462-0,79666.66666666667,55.30775268218768
마포구 신수동 462-0,신촌숲아이파크,2019,85,2층 초과,2023-07-01,아파트,180000.0,93.358,91250.0,86.975,193963.1413167475,마포구,신수동 462-0,78858.33333333333,40.65634986007747
동작구 상도동 418-0,쌍용스윗닷홈,2003,85,2층 초과,2023-07-01,아파트,90000.0,96.056,54500.0,83.141,119370.49613312799,동작구,상도동 418-0,70000.0,58.640955904156144
서초구 서초동 1303-6,현대썬앤빌 강남 더 인피닛,2018,18,2층 초과,2023-07-01,오피스텔,23000.0,102.799,20666.666666666668,84.425,24634.23278716617,서초구,서초동 1303-6,21000.0,85.2472256044462
서초구 서초동 1687-0,유원서초,1993,85,2층 초과,2023-07-01,아파트,174500.0,102.799,72935.71428571429,84.425,193137.17897302724,서초구,서초동 1687-0,83033.33333333333,42.991895074189436
강서구 염창동 302-0,염창2차한화꿈에그린,2006,60,2층 초과,2023-07-01,아파트,90000.0,90.277,50000.0,81.465,95760.9697902652,강서구,염창동 302-0,61064.63184775339,63.76776674410941
종로구 평동 233-0,경희궁자이(3단지),2017,85,2층 초과,2023-07-01,아파트,204500.0,92.053,99000.0,86.931,199999.05460080213,종로구,평동 233-0,107250.0,53.62525348635816
강남구 일원동 731-0,한솔마을,1994,85,2층 초과,2023-07-01,아파트,130000.0,100.163,69000.0,83.31,199403.32148253242,강남구,일원동 731-0,74000.0,37.11071583453155
강남구 일원동 731-0,한솔마을,1994,85,2층 이하,2023-07-01,아파트,182000.0,100.163,64250.0,83.31,181007.93985465067,강남구,일원동 731-0,84333.33333333333,46.59095805468698
서대문구 북아현동 1017-0,힐스테이트신촌,2020,85,2층 초과,2023-07-01,아파트,135500.0,89.097,23000.0,83.08,162039.72787986192,서대문구,북아현동 1017-0,90000.0,55.541934794365375
서대문구 북아현동 1017-0,힐스테이트신촌,2020,60,2층 초과,2023-07-01,아파트,118000.0,89.097,50400.0,83.08,124910.88580850419,서대문구,북아현동 1017-0,78000.0,62.44451754155249
서초구 우면동 773-0,서초힐스,2012,60,2층 초과,2023-07-01,아파트,120000.0,102.799,60000.00000000001,84.425,131132.81828519725,서초구,우면동 773-0,58333.333333333336,44.48416048411751
서초구 우면동 773-0,서초힐스,2012,85,2층 이하,2023-07-01,아파트,139500.0,102.799,65000.0,84.425,145391.96207621403,서초구,우면동 773-0,77194.81342359449,53.0942786115846
중랑구 면목동 1528-0,면목동금호어울림아파트,2005,85,2층 초과,2023-07-01,아파트,72500.0,91.603,41000.0,86.41,89062.9928875398,중랑구,면목동 1528-0,58310.88,65.47150293234517
관악구 신림동 10-622,성우,1998,85,2층 초과,2023-07-01,아파트,75000.0,91.077,50000.0,81.528,79024.3816609443,관악구,신림동 10-622,48401.608015795086,61.24895506739067
영등포구 양평동3가 101-0,양평현대6차,2000,85,2층 초과,2023-07-01,아파트,103000.0,92.435,52666.66666666666,85.883,103728.39182198777,영등포구,양평동3가 101-0,62398.04,60.155217779799045
송파구 문정동 145-0,문정시영,1989,40,2층 초과,2023-07-01,아파트,63849.99999999999,96.951,21642.85714285714,84.183,73038.2881865661,송파구,문정동 145-0,22740.625,31.135210811502382
송파구 문정동 145-0,문정시영,1989,40,2층 이하,2023-07-01,아파트,64000.0,96.951,23000.000000000004,84.183,76116.27287255945,송파구,문정동 145-0,18750.0,24.63336589193338
용산구 문배동 24-4,용산큐브,2013,17,2층 초과,2023-07-01,아파트,19500.0,97.327,16400.0,84.515,18952.8157652027,용산구,문배동 24-4,18480.0,97.50530068428783
성북구 종암동 104-1,종암에스케이,1999,85,2층 초과,2023-07-01,아파트,76500.0,89.128,45000.0,81.036,84372.87042980157,성북구,종암동 104-1,33843.75,40.112123515055806
서대문구 현저동 200-0,독립문극동(200-0),1998,60,2층 초과,2023-07-01,아파트,84000.0,89.097,41432.5,83.08,97229.52403774082,서대문구,현저동 200-0,49000.0,50.39621502310353
성동구 하왕십리동 992-0,무학현대,1996,85,2층 초과,2023-07-01,아파트,80000.0,94.874,48000.0,84.774,90120.97043744697,성동구,하왕십리동 992-0,36495.21270149072,40.49580527633363
성북구 삼선동2가 425-0,삼선푸르지오,2008,85,2층 초과,2023-07-01,아파트,79700.0,89.128,49500.0,81.036,88846.4455768141,성북구,삼선동2가 425-0,70333.90000000001,79.16343703270753
서초구 서초동 1682-0,서초래미안,2003,111,2층 초과,2023-07-01,아파트,270000.0,102.799,139000.0,84.425,268262.1145740501,서초구,서초동 1682-0,115925.0,43.213332670573756
서초구 잠원동 162-0,반포센트럴자이,2020,85,2층 초과,2023-07-01,아파트,339000.0,102.799,140000.0,84.425,336916.7099249084,서초구,잠원동 162-0,198336.9107570379,58.868232092508265
강북구 미아동 1369-0,꿈의숲해링턴플레이스,2019,85,2층 초과,2023-07-01,아파트,88250.0,86.831,50000.0,81.235,103849.05249999999,강북구,미아동 1369-0,71000.0,68.36846200402262
노원구 중계동 361-1,롯데우성,1993,115,2층 초과,2023-07-01,아파트,119000.0,88.952,86000.0,83.126,132814.17472586952,노원구,중계동 361-1,95000.0,71.52850981160816
성동구 성수동1가 710-0,강변건영아파트,2002,85,2층 초과,2023-07-01,아파트,173500.0,94.874,67729.25,84.774,200492.58524956554,성동구,성수동1가 710-0,69530.0,34.67958673556516
영등포구 신길동 4935-0,신기목련아파트,2000,59,2층 초과,2023-07-01,아파트,57999.99999999999,92.435,28500.000000000004,85.883,66437.01396243152,영등포구,신길동 4935-0,27475.266,41.35535955233717
송파구 잠실동 44-0,레이크팰리스,2006,116,2층 초과,2023-07-01,아파트,239000.0,96.951,125000.0,84.183,262607.116864737,송파구,잠실동 44-0,144737.5,55.11560453045566
마포구 공덕동 12-98,공덕오피스타,2013,17,2층 초과,2023-07-01,오피스텔,13499.999999999998,93.358,12500.0,86.975,12687.485233775578,마포구,공덕동 12-98,12000.0,94.58139086581625
노원구 하계동 256-5,한신동성,1993,112,2층 초과,2023-07-01,아파트,66000.0,88.952,56000.0,83.126,109380.48301907902,노원구,하계동 256-5,52200.0,47.72332189362782
서초구 서초동 1338-1,풍림아이원플러스,2004,29,2층 초과,2023-07-01,아파트,29900.0,102.799,23000.0,84.425,30597.283391197252,서초구,서초동 1338-1,22965.32650870965,75.05675002283604
성동구 성수동2가 299-134,(299-134),2017,40,2층 초과,2023-07-01,오피스텔,35000.0,94.874,26280.000000000004,84.774,,성동구,성수동2가 299-134,,
동대문구 휘경동 372-0,휘경SK뷰,2019,84,2층 초과,2023-07-01,아파트,100000.0,89.772,50100.0,86.164,121407.8473191777,동대문구,휘경동 372-0,44800.0,36.90041540908151
동대문구 휘경동 372-0,휘경SK뷰,2019,59,2층 초과,2023-07-01,아파트,90000.0,89.772,44954.11111111112,86.164,102736.05846119935,동대문구,휘경동 372-0,40984.142857142855,39.89265645481373
성동구 성수동2가 279-50,성수1차대우아파트,1999,85,2층 초과,2023-07-01,아파트,86000.0,94.874,44000.0,84.774,94395.71430230397,성동구,성수동2가 279-50,60000.00000000001,63.56220771617759
강남구 역삼동 735-17,역삼 푸르지오 시티,2016,24,2층 초과,2023-07-01,오피스텔,26500.0,100.163,22250.0,83.31,25453.468686443564,강남구,역삼동 735-17,23750.0,93.30751848626892
강서구 염창동 263-0,태진한솔,1994,85,2층 초과,2023-07-01,아파트,82000.0,90.277,45000.0,81.465,102468.3925,강서구,염창동 263-0,44000.0,42.94007051979467
성동구 성수동1가 704-0,한진타운,1994,59,2층 초과,2023-07-01,아파트,124500.0,94.874,48725.0,84.774,150783.6950780129,성동구,성수동1가 704-0,55000.0,36.47609243926801
마포구 공덕동 464-0,래미안공덕4차,2005,60,2층 초과,2023-07-01,아파트,117233.33333333331,93.358,59666.66666666666,86.975,126122.86315181322,마포구,공덕동 464-0,64578.57142857143,51.20290628895623
강남구 대치동 1027-0,래미안대치팰리스,2015,151,2층 초과,2023-07-01,아파트,445000.0,100.163,290000.0,83.31,533079.0334524884,강남구,대치동 1027-0,355000.0,66.59425295736003
강남구 대치동 1027-0,래미안대치팰리스,2015,94,2층 초과,2023-07-01,아파트,355000.0,100.163,180000.0,83.31,384611.3721282854,강남구,대치동 1027-0,200125.0,52.03304283297406
동작구 상도동 904-0,상도역롯데캐슬파크엘,2021,75,2층 초과,2023-07-01,아파트,124400.0,96.056,68500.0,83.141,126173.60605576623,동작구,상도동 904-0,100000.0,79.25587856766334
동작구 상도동 904-0,상도역롯데캐슬파크엘,2021,60,2층 초과,2023-07-01,아파트,112625.0,96.056,64999.99999999999,83.141,121378.59099184243,동작구,상도동 904-0,81000.0,66.73335003983019
노원구 공릉동 758-0,태릉해링턴플레이스,2022,60,2층 초과,2023-07-01,아파트,75000.0,88.952,45599.99999999999,83.126,,노원구,공릉동 758-0,,
송파구 가락동 165-0,래미안파크팰리스,2007,60,2층 초과,2023-07-01,아파트,130900.0,96.951,71666.66666666667,84.183,148880.86968958835,송파구,가락동 165-0,79300.0,53.26406284792523
은평구 녹번동 283-0,래미안베라힐즈,2019,60,2층 초과,2023-07-01,아파트,85950.0,89.776,54333.333333333336,84.277,100036.42287605484,은평구,녹번동 283-0,62500.00000000001,62.47724399085873
은평구 녹번동 283-0,래미안베라힐즈,2019,85,2층 초과,2023-07-01,아파트,86000.0,89.776,60000.0,84.277,119555.3188548042,은평구,녹번동 283-0,77500.0,64.8235484145386
강남구 삼성동 189-0,래미안라클래시,2021,72,2층 초과,2023-07-01,아파트,289000.0,100.163,145000.0,83.31,,강남구,삼성동 189-0,,
서초구 반포동 60-4,반포미도,1987,85,2층 초과,2023-07-01,아파트,238500.00000000003,102.799,61833.333333333336,84.425,249789.3510720824,서초구,반포동 60-4,70978.57142857143,28.415371241382083
성동구 행당동 380-0,서울숲리버뷰자이,2018,60,2층 초과,2023-07-01,아파트,135000.0,94.874,66150.0,84.774,127968.71082924708,성동구,행당동 380-0,87573.00715966147,68.43314009509173
송파구 방이동 22-5,잠실리시온,2004,43,2층 초과,2023-07-01,오피스텔,37500.0,96.951,28500.0,84.183,36956.21348310258,송파구,방이동 22-5,30000.0,81.17714769051445
영등포구 신길동 4969-0,힐스테이트클래시안,2020,60,2층 초과,2023-07-01,아파트,110000.0,92.435,60000.0,85.883,114908.33157997241,영등포구,신길동 4969-0,73250.0,63.746465545903796
노원구 공릉동 715-0,시영3차(라이프)아파트,1994,34,2층 초과,2023-07-01,아파트,30000.000000000004,88.952,17962.5,83.126,40209.11384097636,노원구,공릉동 715-0,20000.0,49.739967110686166
노원구 공릉동 715-0,시영3차(라이프)아파트,1994,50,2층 초과,2023-07-01,아파트,43000.0,88.952,26000.0,83.126,57437.656371521116,노원구,공릉동 715-0,34000.0,59.19461577624181
은평구 진관동 81-0,우물골2단지두산위브(245~255동)BL2-6,2009,85,2층 초과,2023-07-01,아파트,86000.0,89.776,44000.0,84.277,96109.75906047186,은평구,진관동 81-0,65665.23238395882,68.32316824625741
강북구 미아동 1353-0,에스케이북한산시티,2004,115,2층 초과,2023-07-01,아파트,74000.0,86.831,44841.42857142857,81.235,87321.4642137632,강북구,미아동 1353-0,35700.0,40.883418895274474
강북구 미아동 1353-0,에스케이북한산시티,2004,60,2층 초과,2023-07-01,아파트,54133.333333333336,86.831,32953.84615384616,81.235,64382.08345478083,강북구,미아동 1353-0,37988.57142857143,59.00488053520812
강북구 미아동 1353-0,에스케이북한산시티,2004,85,2층 초과,2023-07-01,아파트,63900.0,86.831,39628.0,81.235,73043.62707005908,강북구,미아동 1353-0,43113.63636363636,59.02450096335487
송파구 잠실동 22-0,리센츠,2008,124,2층 초과,2023-07-01,아파트,300000.0,96.951,117500.0,84.183,312892.76146668184,송파구,잠실동 22-0,145000.0,46.34175598064777
송파구 잠실동 22-0,리센츠,2008,85,2층 초과,2023-07-01,아파트,233312.5,96.951,108684.2105263158,84.183,228460.89305208562,송파구,잠실동 22-0,114579.41176470587,50.15274615887259
송파구 잠실동 22-0,리센츠,2008,28,2층 초과,2023-07-01,아파트,98000.0,96.951,45964.0,84.183,98832.44358805574,송파구,잠실동 22-0,49410.0,49.993704704849954
도봉구 창동 808-0,동아청솔,1997,60,2층 초과,2023-07-01,아파트,68250.0,85.441,29400.0,83.071,75211.85777064784,도봉구,창동 808-0,28500.0,37.89296108987006
종로구 홍파동 199-0,경희궁자이(2단지),2017,85,2층 초과,2023-07-01,아파트,187166.66666666663,92.053,97636.36363636365,86.931,199057.06908884586,종로구,홍파동 199-0,100913.63636363635,50.69583151482815
동대문구 용두동 790-0,롯데캐슬피렌체,2009,85,2층 초과,2023-07-01,아파트,95000.0,89.772,57500.0,86.164,100415.66609231116,동대문구,용두동 790-0,51975.00000000001,51.75985184644385
강동구 암사동 675-0,힐스테이트 강동 리버뷰,2019,85,2층 초과,2023-07-01,아파트,120750.0,94.01,69000.0,85.841,137303.3465627163,강동구,암사동 675-0,75557.25,55.02943073968527
서대문구 연희동 739-0,대우푸르지오,2002,85,2층 초과,2023-07-01,아파트,88000.0,89.097,54000.0,83.08,95360.45241301293,서대문구,연희동 739-0,57600.0,60.40239799883739
동대문구 이문동 425-0,이문삼성래미안아파트,2001,115,2층 초과,2023-07-01,아파트,90000.0,89.772,60000.0,86.164,104849.30575820652,동대문구,이문동 425-0,70000.0,66.7624830644347
양천구 신정동 1259-0,신트리1,1999,50,2층 초과,2023-07-01,아파트,58999.99999999999,94.465,29742.857142857138,81.59,70200.87373653446,양천구,신정동 1259-0,37066.66666666666,52.8008622880945
중랑구 신내동 661-0,신내11대명,1996,40,2층 초과,2023-07-01,아파트,35850.0,91.603,20000.0,86.41,45003.47097358512,중랑구,신내동 661-0,18200.0,40.44132509397448
노원구 하계동 288-0,하계2현대,1997,85,2층 초과,2023-07-01,아파트,85000.0,88.952,49666.66666666666,83.126,91344.90501577832,노원구,하계동 288-0,62800.00000000001,68.75041359904237
성북구 정릉동 406-0,정릉푸르지오,2005,60,2층 초과,2023-07-01,아파트,63500.00000000001,89.128,40000.0,81.036,75004.81856115113,성북구,정릉동 406-0,35104.54192546584,46.80304892257722
도봉구 쌍문동 59-0,한양2,1988,35,2층 초과,2023-07-01,아파트,29000.0,85.441,15999.999999999998,83.071,34827.09153203442,도봉구,쌍문동 59-0,12600.0,36.17873168768731
도봉구 쌍문동 59-0,한양2,1988,85,2층 초과,2023-07-01,아파트,52000.0,85.441,32000.0,83.071,63693.92704871675,도봉구,쌍문동 59-0,40372.86026770483,63.38572943826397
영등포구 당산동2가 164-0,당산2가현대홈타운,1994,83,2층 초과,2023-07-01,아파트,103150.0,92.435,50300.0,85.883,111910.76329417426,영등포구,당산동2가 164-0,60510.0,54.069866220946395
동작구 상도동 533-0,힐스테이트 상도 프레스티지,2013,85,2층 초과,2023-07-01,아파트,128900.0,96.056,70250.0,83.141,142925.4775087257,동작구,상도동 533-0,78387.5,54.84501529492136
동작구 상도동 531-0,힐스테이트 상도 센트럴파크,2012,85,2층 초과,2023-07-01,아파트,136850.0,96.056,74285.71428571429,83.141,143594.72770122904,동작구,상도동 531-0,82083.33333333333,57.16319439256875
송파구 거여동 294-0,거여5단지,1997,60,2층 초과,2023-07-01,아파트,76000.0,96.951,35900.0,84.183,85885.6456286328,송파구,거여동 294-0,33088.88888888889,38.52668120114547
영등포구 신길동 4955-0,신길센트럴아이파크,2019,60,2층 초과,2023-07-01,아파트,100500.0,92.435,51050.0,85.883,113032.29991511312,영등포구,신길동 4955-0,64399.99999999999,56.974864749601814
서대문구 충정로2가 192-0,서대문 디오빌 오피스텔,2009,25,2층 초과,2023-07-01,오피스텔,17950.0,89.097,17500.0,83.08,17072.95458643511,서대문구,충정로2가 192-0,18500.0,108.35851466915231
강남구 도곡동 869-0,삼익,1983,154,2층 초과,2023-07-01,아파트,220000.00000000003,100.163,90000.0,83.31,269668.14457699214,강남구,도곡동 869-0,105000.0,38.93674581575273
강남구 수서동 708-0,삼익,1992,60,2층 초과,2023-07-01,아파트,132000.0,100.163,46610.0,83.31,151940.3232908649,강남구,수서동 708-0,48337.5,31.8134771290869
강동구 천호동 571-0,래미안강동팰리스,2017,60,2층 초과,2023-07-01,아파트,102000.0,94.01,64999.99999999999,85.841,133256.48481913094,강동구,천호동 571-0,72400.0,54.331314606016015
강동구 천호동 571-0,래미안강동팰리스,2017,85,2층 초과,2023-07-01,아파트,133700.0,94.01,75090.90909090909,85.841,149183.45669021513,강동구,천호동 571-0,84506.66666666667,56.64613794420104
영등포구 당산동5가 7-2,유원제일2차,1984,85,2층 초과,2023-07-01,아파트,100000.0,92.435,45999.99999999999,85.883,151519.79683374357,영등포구,당산동5가 7-2,42000.0,27.719150155728407
은평구 불광동 645-0,불광롯데캐슬,2018,60,2층 초과,2023-07-01,아파트,78400.0,89.776,44999.99999999999,84.277,82487.09351988549,은평구,불광동 645-0,58000.0,70.31403038345351
송파구 가락동 176-0,삼환,1984,73,2층 초과,2023-07-01,아파트,115000.0,96.951,36825.0,84.183,148339.42470119795,송파구,가락동 176-0,34650.0,23.3585913318701
구로구 개봉동 470-0,삼환,1995,114,2층 초과,2023-07-01,아파트,66300.0,92.83,41063.333333333336,84.451,82170.23186397628,구로구,개봉동 470-0,43900.0,53.425673755760585
영등포구 영등포동8가 76-1,삼환,1999,115,2층 초과,2023-07-01,아파트,122000.0,92.435,86500.0,85.883,125599.9567117978,영등포구,영등포동8가 76-1,80798.81983401407,64.330292740001
구로구 개봉동 470-0,삼환,1995,85,2층 초과,2023-07-01,아파트,65499.99999999999,92.83,37250.0,84.451,72794.3439125202,구로구,개봉동 470-0,32750.0,44.98975914853626
송파구 가락동 176-0,삼환,1984,121,2층 초과,2023-07-01,아파트,96200.0,96.951,48500.0,84.183,169898.96690936334,송파구,가락동 176-0,65000.0,38.258031336162155
영등포구 신길동 897-1,삼환,1997,60,2층 초과,2023-07-01,아파트,80000.0,92.435,38493.75,85.883,90510.54701907728,영등포구,신길동 897-1,34650.0,38.28283127346107
영등포구 영등포동8가 76-1,삼환,1999,60,2층 초과,2023-07-01,아파트,83700.0,92.435,48833.333333333336,85.883,93918.77858136903,영등포구,영등포동8가 76-1,40563.333333333336,43.189800747025494
중랑구 상봉동 81-5,한일써너스빌,2003,32,2층 초과,2023-07-01,오피스텔,17000.0,91.603,15375.0,86.41,16954.12548486827,중랑구,상봉동 81-5,15080.4,88.94826225899656
마포구 상암동 1597-0,사보이시티디엠씨,2016,22,2층 초과,2023-07-01,오피스텔,15599.999999999998,93.358,14999.999999999998,86.975,15240.63524178975,마포구,상암동 1597-0,15960.0,104.72004445220075
용산구 이촌동 404-0,한가람,1998,115,2층 초과,2023-07-01,아파트,233500.00000000003,97.327,93250.0,84.515,264956.9433163891,용산구,이촌동 404-0,119625.0,45.148845130340284
용산구 이촌동 404-0,한가람,1998,60,2층 초과,2023-07-01,아파트,156000.0,97.327,54583.333333333336,84.515,175019.02288997624,용산구,이촌동 404-0,62950.0,35.96751882198132
서초구 방배동 424-28,롯데캐슬아르떼,2013,85,2층 초과,2023-07-01,아파트,205000.0,102.799,103166.66666666669,84.425,215751.9782561023,서초구,방배동 424-28,141967.4729629324,65.80123812093807
도봉구 쌍문동 285-5,동익미라벨,1987,84,2층 초과,2023-07-01,아파트,43500.0,85.441,32000.0,83.071,34428.141362621776,도봉구,쌍문동 285-5,36624.41846353008,106.37930778131629
강남구 도곡동 953-1,SK허브프리모,2006,68,2층 초과,2023-07-01,아파트,90700.0,100.163,62000.0,83.31,88142.0639557604,강남구,도곡동 953-1,65752.0758358632,74.59783999256585
송파구 장지동 895-0,송파와이즈더샵,2016,97,2층 초과,2023-07-01,아파트,128000.0,96.951,79000.0,84.183,154975.54289647317,송파구,장지동 895-0,77650.90033333334,50.105261050903835
금천구 시흥동 1013-0,관악산벽산타운5,2004,115,2층 초과,2023-07-01,아파트,69500.0,89.195,39000.0,80.357,76146.82007557663,금천구,시흥동 1013-0,36805.63333333333,48.335089103922265
금천구 시흥동 1013-0,관악산벽산타운5,2004,59,2층 초과,2023-07-01,아파트,42116.66666666666,89.195,27666.666666666668,80.357,54553.61150582149,금천구,시흥동 1013-0,31925.0,58.52041527368584
금천구 시흥동 1013-0,관악산벽산타운5,2004,85,2층 초과,2023-07-01,아파트,55300.0,89.195,33000.0,80.357,63041.43349693181,금천구,시흥동 1013-0,47250.0,74.95070682727992
영등포구 당산동4가 99-0,당산롯데캐슬프레스티지,2017,85,2층 초과,2023-07-01,아파트,137500.0,92.435,82666.66666666667,85.883,145258.38537806264,영등포구,당산동4가 99-0,82000.0,56.45113002363297
서초구 서초동 1648-2,서초현대,1999,54,2층 초과,2023-07-01,아파트,119900.0,102.799,63000.0,84.425,121680.32452492499,서초구,서초동 1648-2,65751.40000000001,54.03618066989252
서초구 신원동 690-0,서초포레스타5단지,2014,60,2층 초과,2023-07-01,아파트,133000.0,102.799,55053.99999999999,84.425,133307.63896297876,서초구,신원동 690-0,42905.5,32.18532736290934
관악구 남현동 1136-0,남현동한일유앤아이,2005,85,2층 초과,2023-07-01,아파트,75000.0,91.077,46999.99999999999,81.528,80183.2876604775,관악구,남현동 1136-0,70000.0,87.29998736944175
마포구 아현동 732-0,삼환나띠르빌,2003,85,2층 초과,2023-07-01,아파트,94000.0,93.358,65000.0,86.975,117425.41642473276,마포구,아현동 732-0,70000.0,59.61230722555584
성북구 길음동 498-0,래미안길음센터피스,2019,85,2층 초과,2023-07-01,아파트,129000.0,89.128,72000.0,81.036,142557.44778244235,성북구,길음동 498-0,59616.35333333334,41.819178345781104
성북구 길음동 498-0,래미안길음센터피스,2019,60,2층 초과,2023-07-01,아파트,97000.0,89.128,52857.142857142855,81.036,105229.55158280006,성북구,길음동 498-0,67900.0,64.52560044083506
